"internalId"	"name"	"source"	"npcValue"	"lore"	"flags"	"category"	"recipes"
"SUPER_FURNACE"	"Super Furnace"	"HypixelAPI"	0	""			
"ACACIA_GENERATOR_2"	"Acacia Minion II"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and chopping acacia logs!
&7Requires an open area to place
&7trees. Minions also work when you
&7are offline!

&7Time Between Actions: &a48s
&7Max Storage: &e192
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""ACACIA_GENERATOR_2"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""LOG_2"",""quantity"":20},""2"":{""itemId"":""LOG_2"",""quantity"":20},""3"":{""itemId"":""LOG_2"",""quantity"":20},""4"":{""itemId"":""LOG_2"",""quantity"":20},""5"":{""itemId"":""ACACIA_GENERATOR_1"",""quantity"":1},""6"":{""itemId"":""LOG_2"",""quantity"":20},""7"":{""itemId"":""LOG_2"",""quantity"":20},""8"":{""itemId"":""LOG_2"",""quantity"":20},""9"":{""itemId"":""LOG_2"",""quantity"":20}}}]"
"PARK_CAVE_TRAVEL_SCROLL"	"Travel Scroll To Howling Cave"	"HypixelAPI"	0	"&7Consume this item to add its
&7destination to your Fast Travel
&7options.

&7Requires &bMVP&c+ &7to consume!

&7Island: &aThe Park
&7Teleport: &eHowling Cave

&5&lEPIC TRAVEL SCROLL&r"		"Travel Scroll"	
"ABIPHONE_X_PLUS"	"Abiphone X Plus"	"HypixelAPI"	0	"&7A device that can be used to contact
&7people! Click NPCs to add them to
&7your contacts!

&7Features:
&7 &7Maximum Contacts: &b5 

&eRight-click to open!

&a&lUNCOMMON&r"		"Item"	
"MAGMA_CUBE_GENERATOR_3"	"Magma Cube Minion III"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Magma Cubes!
&7Minions also work when you are
&7offline!

&7Time Between Actions: &a30s
&7Max Storage: &e192
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MAGMA_CUBE_GENERATOR_3"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""2"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""3"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""4"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""5"":{""itemId"":""MAGMA_CUBE_GENERATOR_2"",""quantity"":1},""6"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""7"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""8"":{""itemId"":""MAGMA_CREAM"",""quantity"":40},""9"":{""itemId"":""MAGMA_CREAM"",""quantity"":40}}}]"
"RUNE_MUSIC_1"	"◆ Music Rune I"	"HypixelWiki"	0	"&8Requires level 15
&8Weapons

&7Put monsters out of their misery
&7with sweet tunes!

&7Apply this rune to weapons or fuse
&7two together at the Runic Pedestal!

&5&l EPIC COSMETIC&r"		"Cosmetic"	
"BLACK_WOOLEN_YARN"	"Black Woolen Yarn"	"HypixelAPI"	0	"&7Use at &bKat &7to upgrade &eBlack Cat Pets
&e&7to &dMythic &7rarity.

&9&lRARE&r"		"Item"	
"BLUE_SMALL_BACKPACK"	"Small Backpack"	"HypixelAPI"	0	"&a&lUNCOMMON&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""BLUE_SMALL_BACKPACK"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""INK_SACK:4"",""quantity"":1},""2"":{""itemId"":""INK_SACK:4"",""quantity"":1},""3"":{""itemId"":""INK_SACK:4"",""quantity"":1},""4"":{""itemId"":""INK_SACK:4"",""quantity"":1},""5"":{""itemId"":""SMALL_BACKPACK"",""quantity"":1},""6"":{""itemId"":""INK_SACK:4"",""quantity"":1},""7"":{""itemId"":""INK_SACK:4"",""quantity"":1},""8"":{""itemId"":""INK_SACK:4"",""quantity"":1},""9"":{""itemId"":""INK_SACK:4"",""quantity"":1}}}]"
"PARTY_BELT"	"Party Belt"	"HypixelAPI"	0	"&8Tiered Bonus: Carnival Craze (0/5)
&7Gain &a+4% &7more &eCarnival Tokens&7.

&7&8This item can be reforged!
&a&lUNCOMMON BELT&r"		"Belt"	
"PERFECT_HELMET_3"	"Perfect Helmet - Tier III"	"HypixelAPI"	1331200	"&7Defense: &a+150
&7 &8[&7❈&8] &8[&7❈&8] &8[&7❈&8]

&eRight-click to view recipes!

&7&8This item can be reforged!
&9&lRARE HELMET&r"		"Helmet"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""PERFECT_HELMET_3"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""ENCHANTED_DIAMOND_BLOCK"",""quantity"":1},""4"":{""itemId"":""ENCHANTED_DIAMOND_BLOCK"",""quantity"":1},""5"":{""itemId"":""PERFECT_HELMET_2"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_DIAMOND_BLOCK"",""quantity"":1},""8"":{""itemId"":""ENCHANTED_DIAMOND_BLOCK"",""quantity"":1}}}]"
"CANCEL_RACE_ITEM"	"Cancel Race"	"HypixelAPI"	0	""			
"ABIPHONE_XII_MEGA_COLOR"	"Abiphone XII Mega Color"	"HypixelAPI"	0	"&7A device that can be used to contact
&7people! Click NPCs to add them to
&7your contacts!

&7Features:
&7 &7Maximum Contacts: &b7 
&7 &7Maximum Discs: &b4
&7 &a&lContacts Directory&r
&7 &d&lTic Tac Toe&r

&eRight-click to open!

&5&lEPIC&r"		"Item"	
"SHARD_IGUANA"	"Shard Iguana"	"HypixelBazaar"	0	""			
"CENTURY_PARTY_INVITATION"	"Century Party Invitation"	"HypixelAPI"	0	"&7Click on a player while holding this

&7item to add their SkyBlock Level

&7color to this item.



&7Find one of each SkyBlock Level

&7color to reset this item and

&7permanently gain &3+1☯ Social Wisdom

&7and &6250,000 Coins&7.



&7Level colors missing:

&8[&70&8] - [&739&8] &7Gray

&8[&f40&8] - [&f79&8] &fWhite

&8[&e80&8] - [&e119&8] &eYellow

&8[&a120&8] - [&a159&8] &aGreen

&8[&2160&8] - [&2199&8] &2Dark Green

&8[&b200&8] - [&b239&8] &bAqua

&8[&3240&8] - [&3279&8] &3Cyan

&8[&9280&8] - [&9319&8] &9Blue

&8[&d320&8] - [&d359&8] &dPink

&8[&5360&8] - [&5399&8] &5Purple

&8[&6400&8] - [&6439&8] &6Gold

&8[&c440&8] - [&c479&8] &cRed

&8[&4480&8]+ &4Dark Red



&8You may only gain the bonus once!



&9&lRARE&r"		"Item"	
"IRON_ALLOY"	"Iron Alloy"	"HypixelAPI"	1	""			
"BOOK_OF_PROGRESSION"	"Book Of Progression"	"HypixelAPI"	0	"&7&7This book, imbued with great power,
&7upgrades as you do.

&7&8''A wise novel once thought to be the''
&8''cure to all problems.''

&eClick to select modifiers!

&8&l* &r&8Soulbound &8&l*&r
&f&lCOMMON ACCESSORY&r"		"Accessory"	
"RUBY_CRYSTAL"	"Ruby Crystal"	"HypixelAPI"	0	"&7&7Exquisite crystal found deep in the
&7&bGlacite Mineshafts&7 and &5Crystal
&5Hollows.

&7&7Some say that it can be infused with
&7&dgemstones&7, &eunlock treasure&7, and
&7hold the secrets to a time long past&7.

&c&lSPECIAL&r"		"Item"	
"PESTHUNTER_RING"	"Pesthunter Ring"	"HypixelAPI"	0	"&7Bonus Pest Chance: &a+40%

&7&7Can be used to enable or disable
&7your &2ൠ Bonus Pest Chance &7stat.

&7Enabled: &aOn
&eRight-click to toggle!

&9&lRARE ACCESSORY&r"		"Accessory"	
"BONZO_FRAGMENT"	"Bonzo Fragment"	"HypixelAPI"	10000	"&eRight-click to view recipes!

&9&lRARE DUNGEON ITEM&r"		"Dungeon Item"	
"RUNE_RAINY_DAY_1"	"◆ Rainy Day Rune I"	"HypixelWiki"	0	"&8Requires level 0
&8Helmet

&7Nothin' like a rainy summer day.
&7Lightning included. Obtained from the
&7Summer 2024 Cosmetic Bundle.

&7Apply this rune to helmet or fuse
&7two together at the Runic Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"AATROX_BADPHONE"	"Maddox Badphone"	"HypixelAPI"	0	"&6Ability: Wasssaaaaa?  &e&lRIGHT CLICK&r
&7Instantly calls &5Maddox&7!

&7&4☠ &cRequires &5Wolf Slayer 3&c.
&7&4☠ &cRequires &5Vampire Slayer 2&c.
&8&l* &r&8Co-op Soulbound &8&l*&r
&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""AATROX_BADPHONE"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""COVEN_SEAL"",""quantity"":2},""3"":{""itemId"":""COVEN_SEAL"",""quantity"":2},""6"":{""itemId"":""AATROX_BATPHONE"",""quantity"":1},""8"":{""itemId"":""COVEN_SEAL"",""quantity"":2},""9"":{""itemId"":""COVEN_SEAL"",""quantity"":2}}}]"
"MELON_GENERATOR_7"	"Melon Minion VII"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and harvesting melons!
&7Requires an open area to place
&7melons. Minions also work when you
&7are offline!

&7Time Between Actions: &a18.5s
&7Max Storage: &e576
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MELON_GENERATOR_7"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""2"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""3"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""4"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""5"":{""itemId"":""MELON_GENERATOR_6"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""7"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""8"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16},""9"":{""itemId"":""ENCHANTED_MELON"",""quantity"":16}}}]"
"RUNE_BLOOMING_2"	"◆ Blooming Rune II"	"HypixelWiki"	0	"&8Requires level 0
&8Chestplates

&7A wonderful circle of flowers
&7consumes you! Obtained from the Taylor
&7Spring Bundle.

&7Apply this rune to chestplates or
&7fuse two together at the Runic
&7Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"PERSONAL_DELETOR_7000"	"Personal Deletor 7000"	"HypixelAPI"	0	"&7Automatically delete specific items on
&7pickup.

&eRight-click to configure!

&6&lLEGENDARY ACCESSORY&r"		"Accessory"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""PERSONAL_DELETOR_7000"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""2"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""3"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""4"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""7"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1},""8"":{""itemId"":""PERSONAL_DELETOR_6000"",""quantity"":1},""9"":{""itemId"":""ENCHANTED_IRON_BLOCK"",""quantity"":1}}}]"
"PET_ITEM_FISHING_SKILL_BOOST_RARE"	"Fishing Exp Boost"	"HypixelAPI"	0	"&8Consumed on use

&aPet Items &7can boost pets in many powerful ways!
&7A pet can only hold one &aPet Item &7at a time.
&7The pet must be &evisible &7to apply the item!

&7&7Gives &a+40% &7pet exp for Fishing.

&7&eRight-click on your summoned pet to
&egive it this item!

&9&lRARE PET ITEM&r"		"Pet Item"	
"ENCHANTMENT_ULTIMATE_LEGION_4"	"Legion IV"	"HypixelBazaar"	0	"&d&lLegion IV&r

&7Increases all &cCombat &7stats and &b✯

&bMagic Find &7by &e0.28% &7per player within

&b30 &7blocks of you, up to &c20 &7players.



&cYou can only have 1 Ultimate

&cEnchantment on an item!



&7Applicable on: &9Armor

&7Apply Cost: &3200 Exp Levels



&7Use this on an item in an Anvil to

&7apply it!



&f&lCOMMON&r"			
"6_ANNIVERSARY_BARN_SKIN"	"6th Anniversary Barn Skin"	"HypixelAPI"	0	"&7&7Consume this item to unlock the &66th
&6Anniversary Barn Skin &7on &aThe
&aGarden&7!

&eClick to consume!

&6&lLEGENDARY COSMETIC&r"		"Cosmetic"	
"PET_ITEM_FORAGING_SKILL_BOOST_COMMON"	"Foraging Exp Boost"	"HypixelAPI"	0	"&8Consumed on use

&aPet Items &7can boost pets in many powerful ways!
&7A pet can only hold one &aPet Item &7at a time.
&7The pet must be &evisible &7to apply the item!

&7&7Gives &a+20% &7pet exp for Foraging.

&7&eRight-click on your summoned pet to
&egive it this item!

&f&lCOMMON PET ITEM&r"		"Pet Item"	
"RUNE_SMOKEY_3"	"◆ Smokey Rune III"	"HypixelWiki"	0	"&8Requires level 7
&8Bows

&7Creates a burnt trail behind your
&7arrows!

&7Apply this rune to bows or fuse two
&7together at the Runic Pedestal!

&f&l COMMON COSMETIC&r"		"Cosmetic"	
"BONE_BOOMERANG"	"Bonemerang"	"HypixelAPI"	0	"&7Gear Score: &d440 &8(480)
&7Damage: &c+270 &8(+297)
&7Strength: &c+130 &8(+143)

&6Ability: Swing  &e&lRIGHT CLICK&r
&7Throw the bone a short distance,
&7dealing the damage an arrow would.

&7Deals &cdouble damage &7when coming
&7back. Pierces up to &e10 &7foes.

&7&8This item can be reforged!
&7&4❣ &cRequires &cThe Catacombs Floor IV Completion&c.
&6&lLEGENDARY DUNGEON BOW&r"		"Bow"	"[{""name"":""second"",""type"":""crafting"",""resultId"":""BONE_BOOMERANG"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":5},""3"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5},""4"":{""itemId"":""SPIRIT_BONE"",""quantity"":5},""6"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5},""8"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":5},""9"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5}}},{""name"":""first"",""type"":""crafting"",""resultId"":""BONE_BOOMERANG"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5},""2"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":5},""4"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5},""6"":{""itemId"":""SPIRIT_BONE"",""quantity"":5},""7"":{""itemId"":""ENCHANTED_STRING"",""quantity"":5},""8"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":5}}}]"
"WATCHER_CHESTPLATE"	"Watcher Chestplate"	"HypixelAPI"	0	""			
"BRONZE_SHIP_HULL"	"Bronze Ship Hull"	"HypixelAPI"	0	"&7&8Ship Part

&7Bring this item to &6Captain Baha&7.

&7Grants &3+0.5☯ Fishing Wisdom &7when
&7attached to your &6Ship&7.

&8&l* &r&8Soulbound &8&l*&r
&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""BRONZE_SHIP_HULL"",""resultQuantity"":1,""crafting"":{""4"":{""itemId"":""TORN_CLOTH"",""quantity"":1},""5"":{""itemId"":""TORN_CLOTH"",""quantity"":1},""6"":{""itemId"":""TORN_CLOTH"",""quantity"":1},""7"":{""itemId"":""BRONZE_BOWL"",""quantity"":1},""8"":{""itemId"":""BRONZE_BOWL"",""quantity"":1},""9"":{""itemId"":""BRONZE_BOWL"",""quantity"":1}}}]"
"RUNE_SNOW_2"	"◆ Snow Rune II"	"HypixelWiki"	0	"&8Requires level 2
&8Weapons

&7Freeze monsters to death!

&7Apply this rune to weapons or fuse
&7two together at the Runic Pedestal!

&f&l COMMON COSMETIC&r"		"Cosmetic"	
"RUNE_SPELLBOUND_2"	"◆ Spellbound Rune II"	"HypixelWiki"	0	"&8Requires level 0
&8Helmet

&7Creates a captivating Enchanting
&7Halo! Obtained from Fire Sales.

&7Apply this rune to helmet or fuse
&7two together at the Runic Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"BUILDER_LETTUCE"	"Lettuce"	"HypixelAPI"	10	"&8Decoration Item

&f&lCOMMON&r"		"Item"	
"PET_ITEM_FORAGING_SKILL_BOOST_UNCOMMON"	"Foraging Exp Boost"	"HypixelAPI"	0	""			
"RUNE_SPIRIT_1"	"◆ Spirit Rune I"	"HypixelWiki"	0	"&8Requires level 12
&8Weapons

&7Obtained rarely from slaying Sven
&7Packmaster.

&7Apply this rune to weapons or fuse
&7two together at the Runic Pedestal!

&9&l RARE COSMETIC&r"		"Cosmetic"	
"TNT_CHARGE"	"TNT Charge"	"HypixelAPI"	0	""			
"SADAN_BROOCH"	"Sadan's Brooch"	"HypixelAPI"	1	"&8Reforge Stone
&7&8Combinable in Reforge Anvil

&7Applies the &9Empowered &7reforge when
&7combined with armor&7.

&7&8''Very original...''

&9Empowered &7(&6Legendary&7):
&7Health: &a+35
&7Defense: &a+35

&9Empowered Bonus
&7Grants &a+10☄ Mending &7while in
&7Dungeons, which increases your
&7healing on others.

&7Requires &aMining Skill Level XXV&7!

&5&lEPIC REFORGE STONE&r"		"Reforge Stone"	
"CAN_OF_WORMS"	"Can Of Worms"	"HypixelAPI"	500	"&8Consumable

&7Do you dare open it?

&eRight-click to consume!

&a&lUNCOMMON&r"		"Item"	
"CANDLE_ARCH"	"Candle Arch"	"HypixelAPI"	0	"&8Furniture
&8Holiday Cosmetic

&7This exclusive &cHoliday &7cosmetic can
&7be placed on your island or traded.

&f&lCOMMON&r"		"Item"	
"RUNE_MUSIC_2"	"◆ Music Rune II"	"HypixelWiki"	0	"&8Requires level 15
&8Weapons

&7Put monsters out of their misery
&7with sweet tunes!

&7Apply this rune to weapons or fuse
&7two together at the Runic Pedestal!

&5&l EPIC COSMETIC&r"		"Cosmetic"	
"MASTER_CATACOMBS_PASS_5"	"Master Catacombs Pass V"	"HypixelAPI"	0	""			
"BANNER:14"	"Orange Banner"	"HypixelAPI"	2	""			
"CHALLENGER_BOOTS"	"Challenger's Boots"	"HypixelWiki"	0	"&7Health: &c+40

&7Defense: &a+30

&7Strength: &c+5



&6Ability: Mythos' Might 

&7Grants &a2x &7this armor's stats while in

&aThe Hub &7during Diana's &2Mythological

&2Ritual&7.



&8Tiered Bonus: Unearthed (0/8)

&7Reduces damage taken from &2✿

&2Mythological &7mobs by &a0%&7.



&8This item can be reforged!

&5&lEPIC BOOTS&r"		"Boots"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""CHALLENGER_BOOTS"",""resultQuantity"":1,""crafting"":{""4"":{""itemId"":""ENCHANTED_GOLD"",""quantity"":32},""6"":{""itemId"":""ENCHANTED_GOLD"",""quantity"":32},""7"":{""itemId"":""GRIFFIN_FEATHER"",""quantity"":2},""9"":{""itemId"":""GRIFFIN_FEATHER"",""quantity"":2}}}]"
"AMBER_MATERIAL"	"Amber Material"	"HypixelAPI"	1	"&8Reforge Stone
&7&8Combinable in Reforge Anvil

&7Applies the &9Ambered &7reforge when
&7combined with a mining tool&7.

&7&8''Put a bunch of Amber together and''
&8''it'll make more Amber - Throin the''
&8''Forger.''

&9Ambered &7(&6Legendary&7):
&7Mining Speed: &a+100

&9Ambered Bonus
&7Increases your chances of finding
&7&6Golden Goblins &7and &bDiamond Goblins
&b&7while mining by &a+30%&7.

&7Requires &aMining Skill Level XXX&7!

&5&lEPIC REFORGE STONE&r"		"Reforge Stone"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""AMBER_MATERIAL"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""FINE_AMBER_GEM"",""quantity"":12},""2"":{""itemId"":""GOLDEN_PLATE"",""quantity"":1}}}]"
"PET_ITEM_HARDENED_SCALES_COMMON"	"Hardened Scales"	"HypixelAPI"	0	""			
"RUNE_RAINY_DAY_3"	"◆ Rainy Day Rune III"	"HypixelWiki"	0	"&8Requires level 0
&8Helmet

&7Nothin' like a rainy summer day.
&7Lightning included. Obtained from the
&7Summer 2024 Cosmetic Bundle.

&7Apply this rune to helmet or fuse
&7two together at the Runic Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"SALT_CUBE"	"Salt Cube"	"HypixelAPI"	1	"&8Reforge Stone
&7&8Combinable in Reforge Anvil

&7Applies the &9Salty &7reforge when
&7combined with a fishing rod&7.

&9Salty &7(&6Legendary&7):
&7Sea Creature Chance: &c+5%

&a&lUNCOMMON REFORGE STONE&r"		"Reforge Stone"	
"CANCEL_WIZARDMAN_RACE_ITEM"	"Cancel Trial"	"HypixelAPI"	0	"
&eClick to cancel!"		"Rift Item"	
"RUNE_SPIRIT_2"	"◆ Spirit Rune II"	"HypixelWiki"	0	"&8Requires level 12
&8Weapons

&7Obtained rarely from slaying Sven
&7Packmaster.

&7Apply this rune to weapons or fuse
&7two together at the Runic Pedestal!

&9&l RARE COSMETIC&r"		"Cosmetic"	
"CHICKEN_GENERATOR_9"	"Chicken Minion IX"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Chickens!
&7Minions also work when you are
&7offline!

&7Time Between Actions: &a18s
&7Max Storage: &e768
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""CHICKEN_GENERATOR_9"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""2"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""3"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""4"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""5"":{""itemId"":""CHICKEN_GENERATOR_8"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""7"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""8"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16},""9"":{""itemId"":""ENCHANTED_RAW_CHICKEN"",""quantity"":16}}}]"
"RUNE_TIDAL_1"	"◆ Tidal Rune I"	"HypixelWiki"	0	"&8Requires level 20
&8Boots

&7Obtained from Phantom Fisher during
&7Spooky Festival

&7Apply this rune to boots or fuse two
&7together at the Runic Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"ENCHANTMENT_TURBO_COCO_4"	"Turbo-Cocoa IV"	"HypixelBazaar"	0	"&7&9Turbo-Cocoa IV
&7Grants &6+20☘ Cocoa Beans Fortune&7.
&7Requires &cBronze &7in a &aCocoa Beans Contest&7!

&7Applicable on: &9Axe
&7Apply Cost: &340 Exp Levels

&7Use this on an item in an Anvil to
&7apply it!

&f&lCOMMON&r"			
"KEY_D"	"Key D"	"HypixelAPI"	0	""			
"RUNE_FLOWER_CARPET_2"	"◆ Flowery Carpet Rune II"	"HypixelWiki"	0	"&8Requires level 0
&8Boots

&7A small piece of nature. Obtained
&7from the Taylor Spring Bundle.

&7Apply this rune to boots or fuse two
&7together at the Runic Pedestal!

&6&l LEGENDARY COSMETIC&r"		"Cosmetic"	
"AGARICUS_CAP"	"Agaricus Cap"	"HypixelAPI"	0	"&7&8Collection Item

&f&lCOMMON&r"		"Collection"	
"HOLY_DRAGON_HELMET"	"Holy Dragon Helmet"	"HypixelAPI"	100000	"&7Health: &a+110
&7Defense: &a+110
&7Mending: &a+10
&7 &8[&8❤&8]

&6Full Set Bonus: Holy Blood &7(0/4)
&7Grants &c+200❣ Health Regen &7to you
&7and all players within &a10 &7blocks.
&8Effect only applies once!

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 16&c.
&6&lLEGENDARY HELMET&r"		"Helmet"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""HOLY_DRAGON_HELMET"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""2"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""3"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""4"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""6"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10}}},{""name"":""second"",""type"":""crafting"",""resultId"":""HOLY_DRAGON_HELMET"",""resultQuantity"":1,""crafting"":{""4"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""5"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""6"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""7"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10},""9"":{""itemId"":""HOLY_FRAGMENT"",""quantity"":10}}}]"
"RUNE_SMOKEY_2"	"◆ Smokey Rune II"	"HypixelWiki"	0	"&8Requires level 7
&8Bows

&7Creates a burnt trail behind your
&7arrows!

&7Apply this rune to bows or fuse two
&7together at the Runic Pedestal!

&f&l COMMON COSMETIC&r"		"Cosmetic"	
"CHICKEN_GENERATOR_1"	"Chicken Minion I"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Chickens!
&7Minions also work when you are
&7offline!

&7Time Between Actions: &a26s
&7Max Storage: &e192
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""CHICKEN_GENERATOR_1"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""2"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""3"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""4"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""5"":{""itemId"":""WOOD_SWORD"",""quantity"":1},""6"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""7"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""8"":{""itemId"":""RAW_CHICKEN"",""quantity"":8},""9"":{""itemId"":""RAW_CHICKEN"",""quantity"":8}}}]"
"MINOS_HUNTER_BOOTS"	"Minos Hunter Boots"	"HypixelAPI"	50	""			
"TITANOBOA_SHED"	"Titanoboa Shed"	"HypixelAPI"	500000	"&7&7A massive set of discarded snake
&7skin. There's so much of it that it's
&7hard to lift.

&eRight-click to view recipes!

&6&lLEGENDARY&r"		"Item"	
"RUNE_WHITE_SPIRAL_3"	"◆ White Spiral Rune III"	"HypixelWiki"	0	"&8Requires level 6
&8Bows

&7Show your elegance with white
&7spiraling arrows!

&7Apply this rune to bows or fuse two
&7together at the Runic Pedestal!

&a&l UNCOMMON COSMETIC&r"		"Cosmetic"	
"ENCHANTMENT_MAGNET_4"	"Magnet IV"	"HypixelBazaar"	0	"&7&9Magnet IV
&7Grants &a4 &7additional experience orbs
&7every time you successfully catch a
&7fish.

&7Applicable on: &9Fishing Rod
&7Apply Cost: &340 Exp Levels

&7Use this on an item in an Anvil to
&7apply it!

&f&lCOMMON&r"			
"ENCHANTMENT_REJUVENATE_5"	"Rejuvenate V"	"HypixelBazaar"	0	"&7&9Rejuvenate V
&7Grants &c+10❣ Health Regen&7.

&7Applicable on: &9Armor
&7Apply Cost: &350 Exp Levels

&7Use this on an item in an Anvil to
&7apply it!

&a&lUNCOMMON&r"			
"RANDOM_FIREWORK"	"Random Firework"	"HypixelAPI"	5200	""			
"SKULL_ITEM"	"Skeleton Skull"	"HypixelAPI"	20	""			
"ENCHANTMENT_GIANT_KILLER_3"	"Giant Killer III"	"HypixelBazaar"	0	"&7&9Giant Killer III
&7Increases damage dealt by &a0.3% &7for
&7each percent of extra health that
&7your target has above you up to &a15%&7.

&7Applicable on: &9Melee Weapon
&7Apply Cost: &330 Exp Levels

&7Use this on an item in an Anvil to
&7apply it!

&f&lCOMMON&r"			
