"material"	"durability"	"skin"	"name"	"category"	"tier"	"npc_sell_price"	"id"	"salvages"	"rarity_salvageable"	"description"	"item_model"	"stats"	"unstackable"	"dungeon_item_conversion_cost"	"upgrade_costs"	"museum_data"	"requirements"	"color"	"soulbound"	"components"	"has_uuid"	"can_auction"	"gemstone_slots"	"glowing"	"can_trade"	"can_place"	"museum"	"generator"	"generator_tier"	"furniture"	"item_specific"	"editioned"	"gear_score"	"dungeon_item"	"catacombs_requirements"	"can_have_booster"	"hide_from_api"	"can_recombobulate"	"salvageable_from_recipe"	"motes_sell_price"	"double_tap_to_drop"	"enchantments"	"rift_transferrable"	"origin"	"hide_from_viewrecipe_command"	"force_wipe_recomb"	"ability_damage_scaling"	"tiered_stats"	"crystal"	"can_burn_in_furnace"	"salvage"	"serializable"	"can_have_attributes"	"can_interact"	"can_interact_right_click"	"private_island"	"can_have_power_scroll"	"can_interact_entity"	"MINING_FORTUNE"	"rarity"	"sword_type"	"is_upgradeable_without_soulbinding"	"recipes"	"cannot_reforge"	"lose_motes_value_on_transfer"	"prestige"
"INK_SACK"	8		"True Essence"				"TRUE_ESSENCE"																	true																																										
"SKULL_ITEM"	3		"Topaz Crystal"		"SPECIAL"		"TOPAZ_CRYSTAL"																																																											
"SKULL_ITEM"	3		"Bitter Iced Tea"				"BITTER_ICE_TEA"						true																																																					
"WOOD_SWORD"			"Wooden Sword"	"SWORD"		1	"WOOD_SWORD"																																																											
"STAINED_GLASS"	3		"Light Blue Stained Glass"			3	"STAINED_GLASS:3"																																																											
"SKULL_ITEM"	3		"Iron Chest+"		"RARE"		"IRON_CHEST"																							"IRON_CHEST"																																				
"SKULL_ITEM"	3		"Polished Pumpkin"		"RARE"	256000	"POLISHED_PUMPKIN"																																																											
"FIREWORK"			"Bat Firework"		"RARE"		"BAT_FIREWORK"																																																											
"SKULL_ITEM"	3		"Mithril Belt"	"BELT"	"UNCOMMON"		"MITHRIL_BELT"										"[{""type"":""HEART_OF_THE_MOUNTAIN"",""tier"":2}]"																																																	
"RED_ROSE"	1		"Fel Rose"		"EPIC"		"FEL_ROSE"													"[{""type"":""RECIPE_INGREDIENT""}]"														true																																
"PACKED_ICE"			"Enchanted Packed Ice"		"RARE"	12800	"ENCHANTED_PACKED_ICE"																	true		false																																								
"FIREWORK"			"Firework Rocket"			2	"FIREWORK"																																																											
"BOW"			"Skeleton Lord Bow"	"BOW"	"EPIC"	1	"SKELETON_LORD_BOW"		true								"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":30}]"																	true																																
"COOKED_FISH"	1		"Diamond the Fish"		"SPECIAL"		"DIAMOND_THE_FISH"										"[{""type"":""TROPHY_FISHING"",""reward"":""DIAMOND""}]"		"SOLO"					true		false	true																																							
"DIAMOND_CHESTPLATE"			"Hardened Diamond Chestplate"	"CHESTPLATE"	"RARE"	5120	"HARDENED_DIAMOND_CHESTPLATE"								"[[{""type"":""ESSENCE"",""essence_type"":""DIAMOND"",""amount"":5}],[{""type"":""ESSENCE"",""essence_type"":""DIAMOND"",""amount"":10}],[{""type"":""ESSENCE"",""essence_type"":""DIAMOND"",""amount"":15}],[{""type"":""ESSENCE"",""essence_type"":""DIAMOND"",""amount"":20}],[{""type"":""ESSENCE"",""essence_type"":""DIAMOND"",""amount"":25}]]"																																																			
"COAL"			"Enchanted Coal"		"UNCOMMON"	160	"ENCHANTED_COAL"																	true																																										
"SKULL_ITEM"	3		"Superior Dragon Helmet"	"HELMET"	"LEGENDARY"	200000	"SUPERIOR_DRAGON_HELMET"								"[[{""type"":""ESSENCE"",""essence_type"":""DRAGON"",""amount"":40}],[{""type"":""ESSENCE"",""essence_type"":""DRAGON"",""amount"":60}],[{""type"":""ESSENCE"",""essence_type"":""DRAGON"",""amount"":100}],[{""type"":""ESSENCE"",""essence_type"":""DRAGON"",""amount"":200}],[{""type"":""ESSENCE"",""essence_type"":""DRAGON"",""amount"":300}]]"		"[{""type"":""SKILL"",""skill"":""COMBAT"",""level"":20}]"						"[{""slot_type"":""COMBAT"",""costs"":[{""type"":""COINS"",""coins"":50000},{""type"":""ITEM"",""item_id"":""FINE_JASPER_GEM"",""amount"":5},{""type"":""ITEM"",""item_id"":""FINE_SAPPHIRE_GEM"",""amount"":5},{""type"":""ITEM"",""item_id"":""FINE_RUBY_GEM"",""amount"":5},{""type"":""ITEM"",""item_id"":""FINE_AMETHYST_GEM"",""amount"":5}]}]"												"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":14}]"																															
"SKULL_ITEM"	3		"RadiantEndermite"	"COSMETIC"	"MYTHIC"		"PET_SKIN_ENDERMITE_RADIANT"						true														true																																							
"INK_SACK"	6		"X Gemstone Powder"		"EPIC"		"GEMSTONE_POWDER_TIER_2"																																																											
"SKULL_ITEM"	3		"Baby Skin"	"COSMETIC"	"EPIC"		"YOUNG_BABY"						true																																																					
"SKULL_ITEM"	3		"Blobfish Hat"	"HELMET"	"UNCOMMON"	25	"BLOBFISH_HAT"																				true																																							
"SPRUCE_FENCE"			"Spruce Fence"			1	"SPRUCE_FENCE"																																																											
"SKULL_ITEM"	3		"Small Talisman Bag"				"SMALL_TALISMAN_BAG"																																																											
"SKULL_ITEM"	3		"Master Key"			1	"DUNGEON_BOSS_KEY"																											true																																
"SKULL_ITEM"	3		"Bush"			10	"BUILDER_BUSH"																																																											
"FEATHER"			"Feather"			3	"FEATHER"																																																											
"RAW_FISH"	1		"Enchanted Raw Salmon"		"UNCOMMON"	1600	"ENCHANTED_RAW_SALMON"																	true																																										
"SKULL_ITEM"	3		"Sludge Juice"		"UNCOMMON"	1000	"SLUDGE_JUICE"			"%%gray%%A green viscous substance highly valued by the Kalhuiki Tribe for its stickiness."																																																								
"NETHER_STAR"			"SkyBlock Menu"				"SKYBLOCK_MENU"																																																											
"CARPET"	13		"Green Carpet"			1	"CARPET:13"																																																											
"SKULL_ITEM"	3		"Diamonite"	"REFORGE_STONE"	"RARE"	64000	"DIAMONITE"																																																											
"SKULL_ITEM"	3		"Hallowed Skull"		"EPIC"	500	"HALLOWED_SKULL"			"%%gray%%Incredibly heavy. Put one on each side of a stick and you just crafted yourself very stylish dumbbells."										"[{""type"":""RECIPE_INGREDIENT""}]"																																														
"CARPET"	15		"Black Carpet"			1	"CARPET:15"																																																											
"SKULL_ITEM"	3		"Shimmer Skin"	"COSMETIC"	"MYTHIC"		"HOLY_SHIMMER"						true																																																					
"STICK"			"Birch Forest Biome Stick"			32	"BIRCH_FOREST_BIOME_STICK"																	true																																										
"HUGE_MUSHROOM_1"			"Brown Mushroom Block"			10	"HUGE_MUSHROOM_1"																																																											
"ENDER_PEARL"			"Fel Pearl"		"RARE"	10000	"FEL_PEARL"													"[{""type"":""RECIPE_INGREDIENT""}]"														true																																
"SKULL_ITEM"	3		"Winter Island"				"WINTER_ISLAND"																																																	"WINTER"										
"HAY_BLOCK"			"Enchanted Hay Bale"		"UNCOMMON"		"ENCHANTED_HAY_BLOCK"												"COOP"					true		false																																								
"FURNACE"			"Hyper Furnace"		"UNCOMMON"		"HYPER_FURNACE"																	true																																										
"SKULL_ITEM"	3		"Lapis Crystal"	"REFORGE_STONE"	"RARE"	50	"LAPIS_CRYSTAL"																																																											
"SKULL_ITEM"	3		"Maxor's Helmet"	"HELMET"	"LEGENDARY"	5000	"SPEED_WITHER_HELMET"								"[[{""type"":""ESSENCE"",""essence_type"":""WITHER"",""amount"":50}],[{""type"":""ESSENCE"",""essence_type"":""WITHER"",""amount"":100}],[{""type"":""ESSENCE"",""essence_type"":""WITHER"",""amount"":200}],[{""type"":""ESSENCE"",""essence_type"":""WITHER"",""amount"":350}],[{""type"":""ESSENCE"",""essence_type"":""WITHER"",""amount"":500}]]"		"[{""type"":""DUNGEON_TIER"",""dungeon_type"":""CATACOMBS"",""tier"":7}]"						"[{""slot_type"":""COMBAT"",""costs"":[{""type"":""COINS"",""coins"":250000},{""type"":""ITEM"",""item_id"":""FLAWLESS_JASPER_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_SAPPHIRE_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_RUBY_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_AMETHYST_GEM"",""amount"":1}]},{""slot_type"":""COMBAT"",""costs"":[{""type"":""COINS"",""coins"":250000},{""type"":""ITEM"",""item_id"":""FLAWLESS_JASPER_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_SAPPHIRE_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_RUBY_GEM"",""amount"":1},{""type"":""ITEM"",""item_id"":""FLAWLESS_AMETHYST_GEM"",""amount"":1}]}]"										25	true																																
"SKULL_ITEM"	3		"Salmon Mask"	"CARNIVAL_MASK"	"UNCOMMON"		"SALMON_MASK"						true																																																					
"BOW"			"Machine Gun Shortbow"	"BOW"	"RARE"	1	"MACHINE_GUN_BOW"		true						"[[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":10}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":20}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":40}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":80}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":160}]]"		"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":2}]"																	true																																
"STONE"	2		"Polished Granite"			2	"STONE:2"																																																											
"SKULL_ITEM"	3		"Wood Affinity Talisman"	"ACCESSORY"	"UNCOMMON"	160	"WOOD_TALISMAN"																																																											
"RECORD_8"			"Dungeon Disc"		"EPIC"	1	"DUNGEON_DISC_1"																				true																																							
"SPRUCE_DOOR_ITEM"			"Spruce Door"			1	"SPRUCE_DOOR_ITEM"																																																											
"COOKED_MUTTON"			"Cooked Mutton"			5	"COOKED_MUTTON"																																																											
"STAINED_GLASS"	8		"Light Gray Stained Glass"			3	"STAINED_GLASS:8"																																																											
"SKULL_ITEM"	3		"Master Catacombs Pass IV"	"DUNGEON_PASS"	"RARE"		"MASTER_CATACOMBS_PASS_4"																											true																																
"SKULL_ITEM"	3		"Revive Self"		"UNCOMMON"	1	"HEALER_DUNGEON_ABILITY_3"																											true																		false														
"DIAMOND_HELMET"			"Diamond Hunter Helmet"	"HELMET"	"LEGENDARY"		"DIAMOND_HUNTER_HELMET"								"[[{""type"":""ITEM"",""item_id"":""MAGMA_FISH"",""amount"":200}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":10}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":20}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":40}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":1}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":2}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":4}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":8},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":3}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_DIAMOND"",""amount"":1},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":4}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_DIAMOND"",""amount"":2},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":5}]]"		"[{""type"":""TROPHY_FISHING"",""reward"":""DIAMOND""}]"		"SOLO"				"[{""slot_type"":""AQUAMARINE"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_AQUAMARINE_GEM"",""amount"":1},{""type"":""COINS"",""coins"":50000}]},{""slot_type"":""AQUAMARINE"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_AQUAMARINE_GEM"",""amount"":4},{""type"":""COINS"",""coins"":100000}]}]"																																											
"INK_SACK"	15		"Overchewed Detritus"		"EPIC"		"OVERCHEWED_DETRITUS"																																																											
"LEATHER_BOOTS"			"Werewolf Boots"	"BOOTS"	"LEGENDARY"	1000	"WEREWOLF_BOOTS"								"[[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":200}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":300}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":400}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":500}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":600}]]"		"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":20}]"	"29,17,5"																																																
"STICK"			"Savanna Biome Stick"			32	"SAVANA_BIOME_STICK"																	true																																										
"SKULL_ITEM"	3		"Corrupted Fragment"		"EPIC"	1	"CORRUPTED_FRAGMENT"			"%%gray%%Spreads fast."										"[{""type"":""RECIPE_INGREDIENT""}]"																																														
"CHAINMAIL_HELMET"			"Chainmail Helmet"	"HELMET"	"UNCOMMON"	7	"CHAINMAIL_HELMET"																																																											
"PAPER"			"§dPoem of True Love"		"EPIC"		"POEM_OF_INFINITE_LOVE"			"%%dark_gray%%%%italic%%Filled with poor punctuation and misspellings, but its message is profound."									"COOP"					true																																										
"SKULL_ITEM"	3		"Grinch Minion Skin"	"COSMETIC"			"GRINCH_PERSONALITY"																				true																																							
"STAINED_CLAY"	9		"Cyan Hardened Clay"			2	"STAINED_CLAY:9"																																																											
"SKULL_ITEM"	3		"Cracked Piggy Bank"	"ACCESSORY"	"UNCOMMON"	16000	"CRACKED_PIGGY_BANK"																																																											
"GHAST_TEAR"			"Enchanted Ghast Tear"		"UNCOMMON"	80	"ENCHANTED_GHAST_TEAR"																	true																																										
"GOLD_NUGGET"			"§eVery Official Yellow Rock of Love!"		"LEGENDARY"		"VERY_OFFICIAL_YELLOW_ROCK"			"%%dark_gray%%%%italic%%A majestic, one-of-a-kind mineral that glistens in the morning sun."									"COOP"					true																																										
"WATER_BUCKET"			"Water Bucket"			4	"WATER_BUCKET"																																																											
"SKULL_ITEM"	3		"Flower Bed"		"RARE"		"FLOWER_BED"																							"FLOWER_BED"																																				
"MYCEL"			"Enchanted Mycelium"		"UNCOMMON"	800	"ENCHANTED_MYCELIUM"																	true		false																																								
"SKULL_ITEM"	3		"MonochromeElephant"	"COSMETIC"	"EPIC"		"PET_SKIN_ELEPHANT_MONOCHROME"						true														true																																							
"SKULL_ITEM"	3		"Milk and Cookies"				"MILK_COOKIES"																							"MILK_COOKIES"																																				
"SKULL_ITEM"	3		"Berry Bush"			10	"BUILDER_BERRY_BUSH"																																																											
"LEATHER"			"Werewolf Skin"		"RARE"		"WEREWOLF_SKIN"			"Dropped by Werewolf sea creatures during the Spooky Festival."										"[{""type"":""RECIPE_INGREDIENT""}]"																																														
"SKULL_ITEM"	3		"TwilightTiger"	"COSMETIC"	"MYTHIC"		"PET_SKIN_TIGER_TWILIGHT"						true														true																																							
"MAGMA_CREAM"			"Magma Core"		"RARE"	200000	"MAGMA_CORE"																																																											
"SKULL_ITEM"	3		"Red ElfJerry"	"COSMETIC"	"UNCOMMON"		"PET_SKIN_JERRY_RED_ELF"						true														true																																							
"SKULL_ITEM"	3		"Green Egged Skin"	"COSMETIC"	"EPIC"		"GREEN_EGG"						true																																																					
"SKULL_ITEM"	3		"Large Bed"				"LARGE_BED"																							"LARGE_BED"																																				
"WOOL"	3		"Light Blue Wool"			2	"WOOL:3"																																																											
"INK_SACK"	1		"Rose Red"			1	"INK_SACK:1"																																																											
"SKULL_ITEM"	3		"Ghast Cloak"	"CLOAK"	"RARE"	8680	"GHAST_CLOAK"								"[[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":10},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":10}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":20},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":20}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":30},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":40}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":40},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":60}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":50},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":90}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":60},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":130}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":70},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":180}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":80},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":3},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":240}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":90},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":4},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":310}],[{""type"":""ESSENCE"",""essence_type"":""CRIMSON"",""amount"":100},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":5},{""type"":""ITEM"",""item_id"":""TENTACLE_MEAT"",""amount"":390}]]"		"[{""type"":""SKILL"",""skill"":""COMBAT"",""level"":22}]"																																																	
"STICK"			"Stick"			0.25	"STICK"																																	15																										
"STAINED_GLASS"	11		"Blue Stained Glass"			3	"STAINED_GLASS:11"																																																											
"MINECART"			"Minecart"			8	"MINECART"																																																											
"GOLD_SWORD"			"Golden Sword"	"SWORD"		4	"GOLD_SWORD"																																																											
"QUARTZ_STAIRS"			"Ancient Elevator"		"SPECIAL"		"ANCIENT_ELEVATOR"														true	false				false	true																true	"RIFT"																						
"DEAD_BUSH"			"Dead Bush of Love"		"SPECIAL"		"DEAD_BUSH_OF_LOVE"														true			true		false	true																																							
"GOLD_LEGGINGS"			"Gold Hunter Leggings"	"LEGGINGS"	"EPIC"		"GOLD_HUNTER_LEGGINGS"								"[[{""type"":""ITEM"",""item_id"":""MAGMA_FISH"",""amount"":200}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":10}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":20}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_SILVER"",""amount"":40}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":1}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":2}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":4}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_GOLD"",""amount"":8},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":3}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_DIAMOND"",""amount"":1},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":4}],[{""type"":""ITEM"",""item_id"":""MAGMA_FISH_DIAMOND"",""amount"":2},{""type"":""ITEM"",""item_id"":""HEAVY_PEARL"",""amount"":5}]]"		"[{""type"":""TROPHY_FISHING"",""reward"":""GOLD""}]"		"SOLO"				"[{""slot_type"":""AQUAMARINE"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_AQUAMARINE_GEM"",""amount"":1},{""type"":""COINS"",""coins"":50000}]},{""slot_type"":""AQUAMARINE"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_AQUAMARINE_GEM"",""amount"":4},{""type"":""COINS"",""coins"":100000}]}]"																																											
"SKULL_ITEM"	3		"Meteor Chunk"	"REFORGE_STONE"	"RARE"	41150	"METEOR_SHARD"																																																											
"SKULL_ITEM"	3		"Red Tent"		"RARE"		"RED_TENT"																							"RED_TENT"																																				
"CHAINMAIL_LEGGINGS"			"Skeletor Leggings"	"LEGGINGS"	"EPIC"	5000	"SKELETOR_LEGGINGS"		true						"[[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":15}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":30}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":60}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":120}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":240}]]"		"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":15}]"	"145,143,137"															10	true																																
"SKULL_ITEM"	3		"Shimmer Skin"	"COSMETIC"	"MYTHIC"		"STRONG_SHIMMER"						true																																																					
"INK_SACK"	5		"Purple Dye"			1	"INK_SACK:5"																																																											
"FISHING_ROD"			"Grappling Hook"		"UNCOMMON"	1200	"GRAPPLING_HOOK"																																		true																									
"YELLOW_FLOWER"			"Dandelion"			1	"YELLOW_FLOWER"																																																											
"COOKED_FISH"	1		"Fossil the Fish"		"SPECIAL"		"FOSSIL_THE_FISH"	"[{""type"":""ESSENCE"",""essence_type"":""FOSSIL"",""amount"":25}]"					true											true			true																																							
"SKULL_ITEM"	3		"%%green%%Swappable Preview %%gray%%(Click)"				"SWAPPABLE_PREVIEW"			"Cycle between all the variations of the selected preview!"									"SOLO"																																	false														
"PRISMARINE_SHARD"			"Gemstone Drill LT-522"	"DRILL"	"RARE"	253000	"GEMSTONE_DRILL_2"										"[{""type"":""HEART_OF_THE_MOUNTAIN"",""tier"":4}]"						"[{""slot_type"":""AMBER""},{""slot_type"":""JADE"",""costs"":[{""type"":""COINS"",""coins"":50000},{""type"":""ITEM"",""item_id"":""FINE_JADE_GEM"",""amount"":20}]}]"	true																																										
"GOLD_SWORD"			"Cleaver"	"SWORD"	"UNCOMMON"	8	"CLEAVER"																																																											
"LAPIS_BLOCK"			"Enchanted Lapis Lazuli Block"		"RARE"	25600	"ENCHANTED_LAPIS_LAZULI_BLOCK"																	true		false																																								
"SKULL_ITEM"			"Skeleton Hat"	"HELMET"		8	"SKELETON_HAT"								"[[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":20}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":30}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":40}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":50}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":60}]]"												true																																							
"MUSHROOM_SOUP"			"Marsh Spore Soup"		"RARE"		"MARSH_SPORE_SOUP"																																																											
"PAPER"			"Stock of Stonks"		"EPIC"		"STOCK_OF_STONKS"																				true																																							
"SKULL_ITEM"	3		"Haunt"		"UNCOMMON"	1	"HAUNT_ABILITY"																											true																		false														
"IRON_PLATE"			"Trap"		"UNCOMMON"	500	"DUNGEON_TRAP"																											true																																
"BROWN_MUSHROOM"			"Brown Mushroom"			10	"BROWN_MUSHROOM"																																																											
"SKULL_ITEM"	3		"Titanium Ring"	"ACCESSORY"	"RARE"	2000	"TITANIUM_RING"										"[{""type"":""HEART_OF_THE_MOUNTAIN"",""tier"":3}]"																																																	
"SKULL_ITEM"	3		"Tall Holiday Tree"				"BIG_XTREE"																							"BIG_XTREE"																																				
"RAW_FISH"			"Cluck the Fish"		"SPECIAL"		"CLUCK_THE_FISH"																	true			true																																							
"FURNACE"			"Super Furnace"		"UNCOMMON"		"SUPER_FURNACE"																	true																																										
"COOKED_FISH"			"Enchanted Cooked Cod"		"RARE"	150000	"ENCHANTED_COOKED_FISH"																	true																																										
"CHAINMAIL_BOOTS"			"Chainmail Boots"	"BOOTS"	"UNCOMMON"	6	"CHAINMAIL_BOOTS"																																																											
"CARROT"			"Great Carrot Candy"		"RARE"	1	"GREAT_CARROT_CANDY"																	true																																										
"LEATHER_LEGGINGS"			"Zombie Soldier Leggings"	"LEGGINGS"	"EPIC"	1	"ZOMBIE_SOLDIER_LEGGINGS"		true						"[[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":15}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":30}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":60}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":120}],[{""type"":""ESSENCE"",""essence_type"":""UNDEAD"",""amount"":240}]]"		"[{""type"":""DUNGEON_SKILL"",""dungeon_type"":""CATACOMBS"",""level"":9}]"	"208,127,0"															5	true																																
"GOLD_LEGGINGS"			"Golden Leggings"	"LEGGINGS"		14	"GOLD_LEGGINGS"																																																											
"CLAY_BALL"			"Dark Queen's Soul"		"EPIC"	5000	"DARK_QUEENS_SOUL_DROP"			"A portion of Arachne's Soul that can be used to craft items."										"[{""type"":""RECIPE_INGREDIENT""}]"																																														
"SKULL_ITEM"	3		"Vaccine Ring"	"ACCESSORY"	"UNCOMMON"	100	"VACCINE_RING"																																																											
"ARROW"			"Gold-tipped Arrow"	"ARROW"		1	"GOLD_TIPPED_ARROW"										"[{""type"":""SKILL"",""skill"":""COMBAT"",""level"":8},{""type"":""TARGET_PRACTICE"",""mode"":""I""}]"																																																	
"SKULL_ITEM"	3		"Sea Creature Ring"	"ACCESSORY"	"UNCOMMON"	1000	"SEA_CREATURE_RING"																																																											
"GOLD_SWORD"			"Ferocity Sword 150"	"SWORD"	"UNOBTAINABLE"		"FEROCITY_SWORD_150"																																																											
"COOKIE"			"Booster Cookie §8(FREE)"		"LEGENDARY"		"FREE_COOKIE"						true								true	false		true	false																																									
"INK_SACK"	3		"Cocoa Beans"			3	"INK_SACK:3"																																																											
"INK_SACK"	14		"X Gemstone Powder"		"LEGENDARY"		"GEMSTONE_POWDER_TIER_3"																																																											
"JUNGLE_DOOR_ITEM"			"Jungle Door"			1	"JUNGLE_DOOR_ITEM"																																																											
"SKULL_ITEM"	3		"Present Minion Skin"	"COSMETIC"			"PRESENT_PERSONALITY"																				true																																							
"SKULL_ITEM"	3		"Easter Egg Minion Skin"	"COSMETIC"			"EASTER_EGG_PERSONALITY"																				true																																							
"DIAMOND_SWORD"			"Aspect of the End"	"SWORD"	"RARE"	56000	"ASPECT_OF_THE_END"																"[{""slot_type"":""SAPPHIRE""}]"																																		true									
"LEATHER_BOOTS"			"Farm Armor Boots"	"BOOTS"	"RARE"	2500	"FARM_ARMOR_BOOTS"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":10}]"	"255,215,0"					"[{""slot_type"":""PERIDOT""},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}]}]"																																											
"SKULL_ITEM"	3		"Magma Chunk"		"UNCOMMON"	50	"MAGMA_CHUNK"			"%%gray%%%%italic%%""If Magma Cream is the cement, Magma Chunks are the bricks."" - Magma Cube local expert."										"[{""type"":""RECIPE_INGREDIENT""}]"																																														
