"productId"	"sellPrice"	"sellVolume"	"sellMovingWeek"	"sellOrders"	"buyPrice"	"buyVolume"	"buyMovingWeek"	"buyOrders"
"ENCHANTMENT_ULTIMATE_FIRST_IMPRESSION_2"	750.2	1037	248	8	45074.3	11	171	10
"ENCHANTMENT_FEROCIOUS_MANA_4"	205259.6	329	171	4	312983.86666666664	411	53	167
"FLAWED_RUBY_GEM"	267.8475660614282	8916597	7333996	185	653.5949228944247	136331	221823	88
"ENCHANTMENT_MAGNET_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_FEROCIOUS_MANA_5"	459056.210055866	4586	4172	138	585900.3	37	2949	10
"ENCHANTMENT_ULTIMATE_FIRST_IMPRESSION_1"	669	3156	31570	14	4998.986842105263	1444	10222	191
"ENCHANTMENT_MAGNET_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ULTIMATE_FIRST_IMPRESSION_4"	15000	2853	51	33	1149999.8	7	65	1
"SORROW"	212672.9756833176	24449	46638	210	223481.98785714287	6848	62766	39
"ENCHANTMENT_FEROCIOUS_MANA_6"	663981.3	10	3	2	1924347.552380952	1853	165	154
"ENCHANTMENT_MAGNET_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_FEROCIOUS_MANA_7"	2031554.8	3	3	2	3999971.7625	161	239	30
"ENCHANTMENT_ULTIMATE_FIRST_IMPRESSION_3"	0.5	392	157	5	300000	1	116	1
"ENCHANTMENT_MAGNET_3"	0	0	0	0	0	0	0	0
"FLAWLESS_JASPER_GEM"	5028380.9215686275	2195	3015	338	5349902.813793103	3534	9409	389
"ENCHANTMENT_MAGNET_6"	0	0	635	0	1	2	1024	1
"ENCHANTMENT_FEROCIOUS_MANA_1"	48905.516393442624	5535	552	46	110717.86666666665	135	286	43
"ENCHANTMENT_MAGNET_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_FEROCIOUS_MANA_2"	14005.6	547	272	6	94607	210	185	72
"LUSH_BERBERIS"	13.9	2156066	1378291	75	445.907328990228	26103	584782	47
"ENCHANTMENT_FEROCIOUS_MANA_3"	41731.254237288136	2288	296	26	173468.275	155	78	70
"ENCHANTMENT_PESTERMINATOR_1"	30473.672275991255	154614	211945	1313	43467.43225806452	1506	39008	486
"ENCHANTMENT_PROJECTILE_PROTECTION_7"	800016.1121212121	731	87	36	1326500.9833333334	56	94	38
"ENCHANTMENT_PESTERMINATOR_2"	15075.725	564	437	26	226713.58333333334	210	303	100
"ENCHANTMENT_PROJECTILE_PROTECTION_6"	0.10000000000000002	24	836	1	7.6	19	46	19
"ENCHANTMENT_PESTERMINATOR_3"	68833.03712121211	1040	171	43	459090.5625	268	433	105
"PRICKLY_CREEPER"	5930001.814285713	210	0	42	90099999.3	2	1	2
"ENCHANTMENT_PESTERMINATOR_4"	250000.05555555556	422	120	36	839921.8	20	299	18
"ENCHANTMENT_PROJECTILE_PROTECTION_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PESTERMINATOR_5"	437928.4266447368	4710	855	177	1371018.3390070922	6952	9139	811
"ENCHANTMENT_PROJECTILE_PROTECTION_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROJECTILE_PROTECTION_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROJECTILE_PROTECTION_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROJECTILE_PROTECTION_1"	0	0	0	0	0	0	0	0
"INK_SACK"	777.4	200346	6171192	6	1417.3395047029405	418063	192671	64
"ENCHANTMENT_SMALL_BRAIN_5"	50001.924324324325	325	0	18	18599997.8	39	26	6
"SHARD_KING_COBRA"	149265.9	492	1413	13	180691.74918032787	3173	25389	10
"ENCHANTED_REDSTONE_BLOCK"	24939.610363091502	216321	809192	36	26570.01884984026	60681	318934	249
"DIVAN_POWDER_COATING"	72500000.6	29	18	20	77374190.64615384	534	523	77
"ENCHANTMENT_SMALL_BRAIN_3"	2000002.0750000002	185	8	24	4143471.4	33	47	10
"ENCHANTMENT_SMALL_BRAIN_4"	21000.1	40	1	3	10099999	30	0	4
"ENCHANTED_REDSTONE_LAMP"	160001.50230065876	22335	185	11	244993.23050216987	20987	7836	34
"PERFECT_OPAL_GEM"	12423210.803846154	1299	269	292	14999997.1	97	669	47
"MELON"	0.4	727281	713507570	11	5.11124445414212	10515746	26701245	176
"ENCHANTMENT_DRAGON_HUNTER_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_DRAGON_HUNTER_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_DRAGON_HUNTER_6"	3301405.12	147	75	17	5113257.63	1645	674	127
"ENCHANTMENT_DRAGON_HUNTER_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_DRAGON_HUNTER_2"	0	0	0	0	0	0	0	0
"BONE"	0.2	1272733	22319998	18	4.404115193779174	1501911	2238527	50
"ENCHANTMENT_DRAGON_HUNTER_1"	0	0	0	0	0	0	0	0
"KISMET_FEATHER"	1194343.7588424438	9013	78581	32	1253240.3	6372	102686	68
"ENDSTONE_IDOL"	14629826.241176471	1722	97	53	49874032.5	19	158	18
"OBSIDIAN_TABLET"	1059611.9	244	12	31	2499996.7	201	283	18
"GENERATOR_UPGRADE_STONE_CLAY_12"	10000001.816666666	196	115	26	13599997.542857142	328	402	24
"YOUNG_FRAGMENT"	9152.40249466951	394120	607917	111	10321.917042606517	18921	276531	124
"REFINED_MINERAL"	119256.91645244216	6200	40700	31	125448.69985583854	64734	97511	66
"DIVAN_FRAGMENT"	430001.9414634147	4028	15143	24	481897.9980392157	1984	9173	15
"ENCHANTMENT_IMPALING_3"	0	0	0	0	0	0	0	0
"SHARD_VERDANT"	1611.7318368439842	1123286	421451	172	2184.1624801632283	137919	440797	157
"ENCHANTMENT_IMPALING_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_IMPALING_1"	0	0	0	0	0	0	0	0
"DIGESTED_MUSHROOMS"	6002.6	24047	163277	9	12285.8	3286	115277	14
"SHARD_SHINYFISH"	201003.3111680328	69295	58247	150	220550.78970588234	88540	50884	182
"MOBY_DUCK_COLLECTOR_EDITION"	6500001.65	323	130	45	8959689.875	178	326	42
"REFINED_DARK_CACAO_TRUFFLE"	2026765.142857143	1501	940	115	2920563.3875	240	2801	64
"JERRY_STONE"	0.20000000000000004	420	114	2	14394.977777777778	388	52	33
"ENCHANTED_INK_SACK"	100361.12195880296	125581	20716	34	110164.90000000001	2888	39297	14
"MOLTEN_POWDER"	385750.7	4552	28377	13	399941.6247689464	129709	141820	163
"SHARD_ENT"	4286.862905523026	109373	25379	108	8906.379472140763	14643	74479	38
"SHARD_AERO"	146956.3	440	1330	13	200994.9	264	12855	2
"BAT_FIREWORK"	171000	1346	2371	5	228252.89999999997	6351	2896	30
"SHARD_HARPY"	83754.63418013857	20504	754	136	278190.4	1829	7172	8
"UGLY_FOSSIL"	149881.79591836728	8639	890	166	463026.8352941177	661	1777	74
"SHARD_ALLIGATOR"	316189.80454545456	187	753	10	798646.981632653	2323	5611	17
"ABSOLUTE_ENDER_PEARL"	10203.50848581631	1015480	395154	87	12791.358333800214	147673	153393	281
"SHARD_SEA_SERPENT"	308806.8	196	1049	9	358998.8239130435	2278	15490	12
"TURTLELLINI"	95009.40857427717	22575	47847	24	104677.76011235955	7974	28924	105
"VEILSHROOM"	1052.687259900817	547043	87703	37	5355.6	7693	88765	46
"BLESSED_FRUIT"	908875	30	405	20	1124643.6093023256	10233	8296	819
"VERY_CRUDE_GABAGOOL"	60175.80735489862	1529550	556480	2458	63093.5	18505	436750	35
"ENCHANTMENT_TURBO_WHEAT_3"	240000	696	63	33	999998.4	15	205	9
"ENCHANTMENT_TURBO_WHEAT_4"	356363.3	228	31	41	1662520.3	31	76	17
"ENCHANTMENT_TURBO_WHEAT_1"	63922.92625	3871	21033	81	107641.63846153849	577	6804	240
"KUUDRA_TENTACLE"	3206761.1778947366	2516	5994	87	3447031.092857143	417	6765	51
"ENCHANTMENT_TURBO_WHEAT_2"	30000.7	90	164	11	229999	60	126	24
"ENCHANTMENT_TURBO_WHEAT_5"	1250000.4	5	98	2	2169993.041176471	580	1077	234
"EXPORTABLE_CARROTS"	15156.014326628912	1520736	477484	1296	19406.8125256523	659687	302624	1411
"NULL_OVOID"	146682.5	8870	34822	35	158524.1	52393	207706	131
"GENERATOR_UPGRADE_STONE_TARANTULA_12"	18000000.975	288	0	89	29889997.6	6	30	3
"SHARD_PRAYING_MANTIS"	142677.81928020567	17885	5185	27	161484.39052069426	23290	54422	68
"ENCHANTMENT_SUGAR_RUSH_3"	1400001.7	108	88	22	2489999	7	1583	2
"ENCHANTMENT_SUGAR_RUSH_2"	647400.2	7	7	5	1579999.9	22	14	8
"FLAWLESS_CITRINE_GEM"	1125688.9007194245	2470	5800	240	1260879.4644444445	1811	5409	300
"ENCHANTMENT_SUGAR_RUSH_1"	250001.3	43	65	5	519999	684	497	31
"ENCHANTED_HAY_BLOCK"	0	0	0	0	0	0	0	0
"HEMOVIBE"	100.3262056692513	1739024	517370	49	222.99690046760188	209111	308104	139
"ENCHANTED_TITANIUM"	19639.674526678144	73920	1056993	139	20159.567041522492	47722	970821	53
"DWARVEN_OS_METALLIC_MINIS"	326172.2139130435	3153	1717	147	518606.47857142857	196	2507	50
"SPOOKY_BAIT"	0.3	244009	1003239	4	287.3209697181866	524893	365142	127
"DEAD_PLANT"	623.512206549856	706698	571699	30	1460.9444444444443	40833	186728	33
"TWILIGHT_ARROW_POISON"	734.9668629252362	7403366	1540881	318	1432.9603662524523	217580	1001746	206
"EMERALD"	2.5720945797800523	4311635	56600478	66	9.047643424536627	3549037	6175776	116
"ENCHANTED_RABBIT_FOOT"	721.3163409654367	269019	2952269	9	782.0781234064254	1311754	571085	101
"SHARD_DROWNED"	11163.34052339413	119128	12956	155	23023.74476327116	41921	40918	73
"ARACHNE_KEEPER_FRAGMENT"	400.2	96554	209262	5	527.3638325105138	188929	104781	112
"ENCHANTMENT_GROWTH_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_GROWTH_2"	0	0	0	0	0	0	0	0
"GREEN_GIFT"	7500	2591235	1649081	56	7640.078257973803	670015	163286	578
"ENCHANTMENT_GROWTH_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_GROWTH_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_GROWTH_5"	0	0	0	0	0	0	0	0
"RED_NOSE"	0	0	0	0	1999.9	2	432	2
"ENCHANTMENT_GROWTH_6"	2412643.0581395347	3877	2665	418	2646127.5347826085	716	5219	142
"ENCHANTMENT_GROWTH_7"	54999999.5	16	88	7	61142095.8	14	173	13
"SHARD_HIDEONDRA"	480000.00909090904	248	795	12	559998.1	2807	4509	15
"THORN_FRAGMENT"	9201.9	2716	31235	6	11202.5	29925	13506	28
"REVENANT_CATALYST"	1.1	2060	11665	3	35333.55607142857	7419	2251	73
"WITHER_CATALYST"	1141841.4	2050	24384	29	1251326.0853333336	3736	13941	165
"HAMSTER_WHEEL"	19600.57492326057	208283	182279	204	22409.698848484848	35214	180245	96
"ENCHANTED_COAL"	1734.2314400537268	31518106	51961553	788	1838.8741165050612	14159104	4196808	507
"SULPHURIC_COAL"	7224.9	487668	608779	27	8816.7	150228	668692	87
"FLAWLESS_OPAL_GEM"	2201073.5	16	731	8	2287854.21627907	2109	1671	354
"GENERATOR_UPGRADE_STONE_FISHING_12"	8000002.054054054	1042	393	118	13761997.165384617	1273	300	133
"DAEDALUS_STICK"	931176.1034482758	899	76	14	1150933.5	241	148	39
"ENCHANTMENT_ULTIMATE_LAST_STAND_5"	1720197.9048387096	1072	202	88	2126484.3	227	3225	31
"ENCHANTMENT_ULTIMATE_LAST_STAND_4"	152000.4	543	24	70	1905099.6	10	53	9
"ENCHANTMENT_ULTIMATE_LAST_STAND_3"	68427.1282051282	468	25	27	1351010.3	138	99	38
"ENCHANTMENT_ULTIMATE_LAST_STAND_2"	162068.78524137932	24777	12613	264	224587.49285714285	667	1266	385
"ENCHANTMENT_ULTIMATE_LAST_STAND_1"	85911.1138028169	34754	21841	658	116115.32250000001	1788	4100	191
"GOLD_BOTTLE_CAP"	13442675.7	27	70	12	16899990.8	34	136	23
"FOUL_FLESH"	24316.9	109319	202919	38	25928.590134141064	34357	150157	134
"RAW_BEEF"	0.3	1256042	10255143	22	5.4	3622452	2000558	114
"SHARD_IGUANA"	446774.3	524	368	14	599000	734	6764	2
"WARTY"	13500.091635702121	673214	200899	315	16447.128350515464	35010	205782	78
"ENCHANTED_MANGROVE_LOG"	1250.1	795757	5384053	29	1362.8305730699171	687715	1462975	275
"PRECIOUS_PEARL"	264678.8321342926	18765	1055	230	573144.775	567	946	158
"ENCHANTED_MYCELIUM"	1485.2014005388726	13301113	4330048	576	1880.0518879453514	2532559	4241007	1526
"SPINE_FOSSIL"	78397.99950576607	17615	1860	179	216583.7	543	1744	97
"RABBIT"	56.937100749587096	2162725	3999192	58	172.1	929786	3043574	178
"ENCHANTED_HOPPER"	245623.40836653387	9861	8000	458	300000	3	19812	1
"ENCHANTMENT_QUICK_BITE_4"	23000000	35	0	3	38299998.6	3	7	2
"HEMOBOMB"	247587.2	22088	2374	109	301705.9	1997	3639	18
"GRIFFIN_FEATHER"	355007.20035879035	34354	64693	37	393447.2105947956	28773	186259	30
"ENCHANTMENT_QUICK_BITE_3"	1000000	4	4	1	18999999.9	7	6	5
"ENCHANTMENT_QUICK_BITE_2"	2000000.4	4	4	2	24999988.2	72	10	21
"ENCHANTMENT_QUICK_BITE_1"	2341955.0936170216	2276	134	135	3944229.5426666667	3511	1057	297
"GIANT_FRAGMENT_DIAMOND"	390061.1758127439	26714	19469	1648	546548.9977528091	4375	15282	697
"SOULFLOW"	16213.1	42844	800064	9	17333.49762069762	632004	988404	615
"MINNOW_BAIT"	2.1	266062	560368	7	29.99760804566458	438392	201894	99
"METAPHYSICAL_SERUM"	114263.3	8158	2640	188	215416.3	1181	4186	246
"ENCHANTED_MAGMA_CREAM"	1362.159693531941	5726311	1202628	186	1604	196603	816720	167
"ENCHANTED_FIREWORK_ROCKET"	80001.9265993266	10843	3383	17	95992.5	4197	8172	19
"UNALLOYED_SPEED"	54731430.471428566	300	6	216	110999995.7	14	20	12
"WITHER_BLOOD"	1393142.0724358975	2981	1522	123	1753238.4450980392	2270	2335	330
"ENCHANTMENT_QUICK_BITE_5"	41100000.4	6	3	6	61999988.3	49	114	17
"ENCHANTMENT_EFFICIENCY_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EFFICIENCY_4"	0	0	0	0	0	0	0	0
"CHOCOLATE_CHIP"	288693.0802197802	4299	326	145	543779.6538461539	565	969	152
"ENCHANTMENT_EFFICIENCY_3"	0	0	0	0	0	0	0	0
"FIG_LOG"	4.1000000000000005	6538873	323872120	96	8.965917181937417	1709133	692412	89
"BOUNCY_BEACH_BALL"	120000.2	92164	14196	206	145486.48116079922	3780	11908	27
"ENCHANTMENT_EFFICIENCY_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EFFICIENCY_1"	0	0	0	0	0	0	0	0
"SUPERBOOM_TNT"	4.699999999999999	3474618	2095015	69	47.29358855398246	558850	1770158	43
"ENCHANTED_COOKED_MUTTON"	125514.3	28277	159846	22	127695.76341292134	11360	45629	38
"ENCHANTMENT_EFFICIENCY_9"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EFFICIENCY_8"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EFFICIENCY_7"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EFFICIENCY_6"	0	0	0	0	0	0	0	0
"ENCHANTMENT_SMOLDERING_5"	60000000.1	3	2	2	91435346.40000002	19	66	10
"SHINY_PRISM"	68682.38283582088	1401	33	28	418363.5	1284	1080	79
"ENCHANTMENT_SMOLDERING_3"	10007.12	735	0	83	29999999.8	11	6	9
"ENCHANTMENT_SMOLDERING_4"	371432.5821428572	965	0	56	64999993.56666666	55	3	38
"ENCHANTMENT_SMOLDERING_1"	3631800.624657534	3537	2296	284	4730525.3	34	2552	21
"ENCHANTMENT_SMOLDERING_2"	670003.5	68	0	15	14888885.3	8	13	6
"FLOWERING_BOUQUET"	5803.308139534884	7394	28953	49	17299.95238095238	703	13010	156
"FINE_JASPER_GEM"	61864.75026235846	153760	246526	44	66620.76610169493	7803	125481	48
"BOOK_OF_STATS"	3640063.6818181816	4665	1225	303	5999999.411904762	988	1884	81
"ENCHANTED_CHARCOAL"	1009.37709722773	1121299	10976	94	3898.6000000000004	12444	16680	55
"SHARD_TIDE"	7337.178645616949	233023	9399	47	59854.68756058159	21490	31847	25
"TITANOBOA_SHED"	70000000.2	7	31	6	115908327.3	16	32	13
"OIL_BARREL"	2667.609047697099	571794	551483	68	3525.6446895844024	63625	380707	48
"GOLEM_POPPY"	368055.34896719316	13724	17186	67	393850.0208333333	927	9505	71
"ENCHANTMENT_CRITICAL_6"	112.9	6848	3754	56	17999.18333333333	1516	5183	41
"JERRY_BOX_GREEN"	66257.90986448157	153942	814	67	174575.19770114945	3450	3466	57
"ENCHANTMENT_CRITICAL_7"	63698853.05	99	53	27	93398436.6	25	153	25
"FARMING_FOR_DUMMIES"	782399.5251937985	8635	3790	383	925998.9421446387	18978	33166	719
"ENCHANTMENT_TOXOPHILITE_1"	3000002.942592593	1432	131	41	5515496.8	223	506	50
"ENCHANTMENT_CRITICAL_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_CRITICAL_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_CRITICAL_2"	0	0	0	0	0	0	0	0
"ENCHANTED_GOLDEN_CARROT"	75001.56938695822	96778	824098	54	76323.94695534506	32939	1417659	129
"ENCHANTMENT_CRITICAL_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_CRITICAL_1"	0	0	0	0	0	0	0	0
"MANA_DISINTEGRATOR"	1003.2085427135678	2476	10603	33	16651.517708333336	4207	10727	313
"OVERCLOCKER_3000"	240656.75504587154	13157	188562	121	249999.56015037594	3750	49703	286
"ENCHANTMENT_FROST_WALKER_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_THUNDERBOLT_6"	0	0	581	0	16193.849999999999	60	402	56
"ENCHANTMENT_THUNDERBOLT_7"	1065960.2	35	70	5	1799998.2	8	141	7
"ENCHANTED_MYCELIUM_CUBE"	117557.49863387978	67969	15710	100	133194.6	8124	12990	28
"FLAWED_JASPER_GEM"	747.4988097053828	22106104	6032108	493	821.9999911273579	115391	52033	42
"ENCHANTMENT_FROST_WALKER_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ICE_COLD_4"	5100000.4	30	0	15	45399996.8	6	0	6
"EXPIRED_PUMPKIN"	7258.925344611529	54710	7997	15	21996.841447169238	118439	23441	109
"ENCHANTMENT_ICE_COLD_3"	5100000.4	4	0	1	21999998.8	7	12	7
"ENCHANTMENT_THUNDERBOLT_1"	0	0	0	0	0	0	0	0
"GLACIAL_FRAGMENT"	46020	9123	38987	18	53023.49178082192	3499	37305	41
"ENCHANTMENT_ICE_COLD_5"	50000000.5	26	3	9	63499993.5	23	93	8
"ENCHANTMENT_THUNDERBOLT_4"	0	0	0	0	0	0	0	0
"JACOBS_PARTICIPATION_MEDAL"	5908731.015	831	3	77	25999999.7	4	7	4
"ENCHANTMENT_THUNDERBOLT_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ICE_COLD_2"	3182674	4	9	3	14129978.9	5	25	3
"ENCHANTMENT_THUNDERBOLT_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ICE_COLD_1"	3250032	2746	3282	116	3328959.725	102	2114	60
"ENCHANTMENT_THUNDERBOLT_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ULTIMATE_REITERATE_1"	272387.7569620253	15677	5841	648	866597.0888888888	407	3951	58
"ENCHANTMENT_ULTIMATE_REITERATE_4"	1000000.0999999999	164	4	2	22222221.8	3	2	3
"ENCHANTMENT_COMPACT_10"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ULTIMATE_REITERATE_5"	13000001.3	13	32	8	15756036.59	80	317	17
"ENCHANTMENT_ULTIMATE_REITERATE_2"	1053048.9	2	4	1	3960971.2999999993	16	22	7
"ENCHANTMENT_ULTIMATE_REITERATE_3"	2050001.2	1	24	1	7999998.8	13	36	10
"PRECURSOR_APPARATUS"	956051.0540983606	5721	17790	74	1130673.868235294	2441	49691	35
"SYNTHETIC_HEART"	176477.5047075606	34342	44136	212	207249.52750000003	966	12307	28
"SHARD_HIDEONLEAF"	66821.45890178317	170370	225623	314	96680.17866108786	5969	208152	60
"ENCHANTED_SUNFLOWER"	601.4651040168002	57520490	101816055	1234	641.4673367024603	16622051	8649131	797
"SHARK_FIN"	240.8	501680	1122587	12	420.79630676084764	144204	38006	15
"SCUTTLER_SHELL"	11511990.7	73	31	35	14401454.6	130	29	40
"XXLARGE_ENCHANTED_CHEST"	3124241.4527777783	3235	388	107	4499987.2	362	1396	14
"HELIX"	45003.82380191694	21957	13727	170	227773.15000000002	888	6159	114
"SINGED_POWDER"	177901.5	298	8353	2	299906.3	2819	7855	17
"ENCHANTMENT_VENOMOUS_3"	0	0	0	0	0	0	0	0
"POTATO_ITEM"	0.6	2190315	309978737	33	5.770080814205565	12991183	43844806	247
"ENCHANTMENT_VENOMOUS_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_VENOMOUS_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_VENOMOUS_6"	69333.1	294	1591	3	295155.1	2573	3247	250
"ENCHANTED_HUGE_MUSHROOM_1"	252699.9015706806	16435	179377	26	255497.3731972789	79580	201634	368
"ENCHANTMENT_VENOMOUS_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_VENOMOUS_2"	0	0	0	0	0	0	0	0
"ELECTRON_TRANSMITTER"	92104.30408626562	36067	44314	185	123240.6064516129	1526	13253	12
"ENCHANTED_COBBLESTONE"	385.8444974665559	6515794	7140417	261	526.951981726139	1293265	3306691	398
"ENCHANTMENT_STRONG_MANA_10"	4501978.166666667	553	6	22	95183235.3	21	78	5
"ENCHANTED_HUGE_MUSHROOM_2"	250404.81841794567	17088	232467	27	255328.73568773232	6720	184928	33
"SHRIVELED_CORNEA"	80000001.4	19	3	5	98999994.61666667	194	83	82
"GLOWY_CHUM_BAIT"	151.51604896386064	1123383	63303	105	2983.3906666666667	57789	86834	106
"SHARD_BLIZZARD"	255000.7	506	418	15	349999.9	2388	6669	2
"STUFFED_CHILI_PEPPER"	20000001.1	5	9	2	25999999.4	49	91	4
"BUDGET_HOPPER"	275.2	4117	7671	38	40549.7	337	6155	29
"ICE_BAIT"	0.2	55442	1452458	2	3.1949504057709652	402504	1014054	48
"SHARD_EEL"	250002.01392857142	2017	4667	6	321988.184	1349	12331	61
"ENCHANTMENT_ABSORB_1"	4000000.125	671	401	74	5216928.4875	330	1105	30
"SHARD_FENLORD"	199878.5037037037	52	199	4	298993.5	1425	3371	4
"PUMPKIN_GUTS"	387978.0236220473	7916	7746	52	431796.2016491753	3557	10023	39
"BLAZE_ROD_DISTILLATE"	2200.6	3863	915	5	24865.5	735	350	11
"ACACIA_BIRDHOUSE"	534242.3200000001	3108	359	148	830000	2160	5200	112
"COLOSSAL_EXP_BOTTLE"	1901000.13220339	4164	4061	48	1981849.4	1823	6634	29
"ESSENCE_ICE"	1312.6	615059	8593865	19	1698.2741531436177	21988491	7882667	279
"ENCHANTED_STRING"	522.6432442360983	5128404	13146238	196	589.9739765519892	3041944	3426215	288
"PERFECT_ONYX_GEM"	11291847.045054944	3528	1052	461	12225321.300000003	106	2247	36
"FESTERING_MAGGOT"	698875.0764705883	844	659	90	1405796.5428571429	348	814	75
"MAGMA_FISH_GOLD"	490186.9	1601	10842	10	510813.03051519155	31155	22099	140
"SHARD_HIDEONBOX"	1920276.8999999997	91	305	3	2000000	591	3453	5
"ENDERMAN_CORTEX_REWRITER"	60801.8	10042	1978	71	179997.29166666666	66	562	18
"ENCHANTED_LEATHER"	1088	726399	2896786	52	1176.7290796525594	521385	1791898	215
"WOLF_TOOTH"	820.9762050738539	4556606	16787737	116	965.3912170075532	2550831	1316809	741
"ENCHANTED_NETHER_STALK"	615.8791320013718	20559428	184464336	451	674.276272809742	22564216	9793133	443
"ENCHANTMENT_CURSE_OF_VANISHING_0"	0	0	0	0	0	0	0	0
"SHADEVINE"	853.7238524006269	928918	48973	77	4821	7304	46632	45
"METEOR_SHARD"	250001.5893939394	2563	50	39	1312465	496	104	52
"ENCHANTMENT_COMPACT_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_COMPACT_3"	0	0	0	0	0	0	0	0
"DWARVEN_COMPACTOR"	255000.4	2118	2937	52	357999.9797979798	4087	3141	283
"ENCHANTMENT_COMPACT_1"	3913030.7045454546	511	356	52	4614859.683333334	618	904	122
"GREAT_WHITE_SHARK_TOOTH"	1379180.2180645163	14123	1543	188	1499998.0717948717	1652	6412	60
"LEATHER_CLOTH"	31422.711928651057	71829	24705	5	58477.528125	1388	15594	19
"ENCHANTMENT_COMPACT_6"	0	0	0	0	0	0	0	0
"SHARD_HIDEONSACK"	843985.6461538462	255	52	13	1199996.9	553	3473	4
"ENCHANTMENT_COMPACT_7"	0	0	0	0	0	0	0	0
"ENCHANTMENT_COMPACT_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_COMPACT_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_COMPACT_8"	0	0	0	0	0	0	0	0
"ENCHANTMENT_COMPACT_9"	0	0	0	0	0	0	0	0
"ENCHANTMENT_FEROCIOUS_MANA_10"	12194533.1	1	2	1	19339999.4	10	120	4
"ENCHANTED_PORK"	2044.4887614301495	2085201	1131951	159	3158.416829268293	210438	1448483	204
"PET_ITEM_LUCKY_CLOVER_DROP"	1311405.4888888889	475	1879	8	2099998.4	997	2004	38
"SHARD_BARBARIAN_DUKE_X"	123202.5	1230	22958	10	133998	7174	38289	107
"BURROWING_SPORES"	1647225.8333333333	575	3098	93	2219363.7148936167	2306	5595	765
"DEEP_SEA_ORB"	3227269.2524752477	3805	670	114	5195337.737288136	2284	1809	218
"FEATHER"	0.6	1074937	4306029	19	5.8	1236740	508059	89
"SHARD_WYVERN"	580000.5	119	789	7	648998.6	744	5135	2
"SUNFLOWER_BUTTER"	5950000.018181819	222	21	25	14999999	310	57	45
"PETRIFIED_STARFALL"	962502.4107142857	55	106	6	2346000	84	343	25
"MAGIC_TOP_HAT"	21000010.6	47	11	34	39999993.3	8	8	8
"ENCHANTMENT_LIFE_STEAL_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LIFE_STEAL_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LIFE_STEAL_5"	3539246.15	212	53	115	7022612.9	33	132	23
"ROUGH_CITRINE_GEM"	1.5	6348732	100598842	95	5.975432961296649	14472084	238	232
"ENCHANTMENT_LIFE_STEAL_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LIFE_STEAL_4"	2000.1	3578	910	26	56729.61666666666	280	1660	46
"GOLDEN_PLATE"	1400701.3037735848	2497	11190	18	1427007.3617021276	2256	17172	111
"ENCHANTMENT_TURBO_MUSHROOMS_5"	205008.2	549	48	23	515497.8314285714	1219	1057	226
"ENCHANTED_GLOWSTONE_DUST"	1356.4101451458994	775816	1296156	38	1565.6952351548834	434612	1038123	177
"VIBRANT_CORAL"	2076204.3147058825	1415	110	92	3523998.7	5	237	5
"TRANSMISSION_TUNER"	40114.67772397094	11158	9075	82	76344.89285714286	1264	7767	100
"ENCHANTED_SUGAR_CANE"	101901.1000791348	33368	576784	18	103056.9993993994	72188	917728	117
"ENCHANTMENT_TURBO_MUSHROOMS_2"	555	26	62	1	179997.25	87	123	19
